Geography,State,StateFIPS,CountyFIPS,,LandArea,Population
"Pierce County, Georgia",GA,13,229,,889019723,15636
"Pike County, Georgia",GA,13,231,,565586305,13688
"Polk County, Georgia",GA,13,233,,805850175,38127
"Pulaski County, Georgia",GA,13,235,,640823044,9588
"Putnam County, Georgia",GA,13,237,,892327693,18812
"Quitman County, Georgia",GA,13,239,,392495592,2598
"Rabun County, Georgia",GA,13,241,,961008648,15050
"Randolph County, Georgia",GA,13,243,,1111740855,7791
"Richmond County, Georgia",GA,13,245,,839251992,199775
"Rockdale County, Georgia",GA,13,247,,338332197,70111
"Schley County, Georgia",GA,13,249,,434098341,3766
"Screven County, Georgia",GA,13,251,,1679454296,15374
"Seminole County, Georgia",GA,13,253,,616516673,9369
"Spalding County, Georgia",GA,13,255,,512691349,58417
"Stephens County, Georgia",GA,13,257,,464273383,25435
"Stewart County, Georgia",GA,13,259,,1188025171,5252
"Sumter County, Georgia",GA,13,261,,1256877305,33200
"Talbot County, Georgia",GA,13,263,,1018416278,6498
"Taliaferro County, Georgia",GA,13,265,,506054791,2077
"Tattnall County, Georgia",GA,13,267,,1252759764,22305
"Taylor County, Georgia",GA,13,269,,977566155,8815
"Telfair County, Georgia",GA,13,271,,1142421448,11794
"Terrell County, Georgia",GA,13,273,,868600580,10970
"Thomas County, Georgia",GA,13,275,,1420100474,42737
"Tift County, Georgia",GA,13,277,,686474357,38407
"Toombs County, Georgia",GA,13,279,,949616868,26067
"Towns County, Georgia",GA,13,281,,431655083,9319
"Treutlen County, Georgia",GA,13,283,,519708107,6854
"Troup County, Georgia",GA,13,285,,1072008628,58779
"Turner County, Georgia",GA,13,287,,740808082,9504
"Twiggs County, Georgia",GA,13,289,,933142151,10590
"Union County, Georgia",GA,13,291,,835397617,17289
"Upson County, Georgia",GA,13,293,,842996575,27597
"Walker County, Georgia",GA,13,295,,1156636353,61053
"Walton County, Georgia",GA,13,297,,852571171,60687
"Ware County, Georgia",GA,13,299,,2336928831,35483
"Warren County, Georgia",GA,13,301,,739498074,6336
"Washington County, Georgia",GA,13,303,,1762073768,21176
"Wayne County, Georgia",GA,13,305,,1669667768,26565
"Webster County, Georgia",GA,13,307,,542694470,2390
"Wheeler County, Georgia",GA,13,309,,771080931,6179
"White County, Georgia",GA,13,311,,625684363,19944
"Whitfield County, Georgia",GA,13,313,,751057934,83525
"Wilcox County, Georgia",GA,13,315,,984962820,8577
"Wilkes County, Georgia",GA,13,317,,1220854166,10687
"Wilkinson County, Georgia",GA,13,319,,1156576514,10220
"Worth County, Georgia",GA,13,321,,1475586100,21967
"Hawaii County, Hawaii",HI,15,1,,10432517539,148677
"Honolulu County, Hawaii",HI,15,3,,1553387626,876156
"Kalawao County, Hawaii",HI,15,5,,34201958,147
"Kauai County, Hawaii",HI,15,7,,1612110222,58463
"Maui County, Hawaii",HI,15,9,,3002303962,128094
"Ada County, Idaho",ID,16,1,,2732414018,300904
"Adams County, Idaho",ID,16,3,,3534240016,3476
"Bannock County, Idaho",ID,16,5,,2883429627,75565
"Bear Lake County, Idaho",ID,16,7,,2515865034,6411
"Benewah County, Idaho",ID,16,9,,2010008935,9171
"Bingham County, Idaho",ID,16,11,,5425336578,41735
"Blaine County, Idaho",ID,16,13,,6849954809,18991
"Boise County, Idaho",ID,16,15,,4927348953,6670
"Bonner County, Idaho",ID,16,17,,4500542891,36835
"Bonneville County, Idaho",ID,16,19,,4839334408,82522
"Boundary County, Idaho",ID,16,21,,3286192758,9871
"Butte County, Idaho",ID,16,23,,5783048305,2899
"Camas County, Idaho",ID,16,25,,2784123824,991
"Canyon County, Idaho",ID,16,27,,1527363178,131441
"Caribou County, Idaho",ID,16,29,,4573948205,7304
"Cassia County, Idaho",ID,16,31,,6647063674,21416
"Clark County, Idaho",ID,16,33,,4570381864,1022
"Clearwater County, Idaho",ID,16,35,,6375003321,8930
"Custer County, Idaho",ID,16,37,,12756844014,4342
"Elmore County, Idaho",ID,16,39,,7970880683,29130
"Franklin County, Idaho",ID,16,41,,1723465364,11329
"Fremont County, Idaho",ID,16,43,,4834879096,11819
"Gem County, Idaho",ID,16,45,,1457066871,15181
"Gooding County, Idaho",ID,16,47,,1892714019,14155
"Idaho County, Idaho",ID,16,49,,21975746856,15511
"Jefferson County, Idaho",ID,16,51,,2836252504,19155
"Jerome County, Idaho",ID,16,53,,1553568425,18342
"Kootenai County, Idaho",ID,16,55,,3224845525,108685
"Latah County, Idaho",ID,16,57,,2788518961,34935
"Lemhi County, Idaho",ID,16,59,,11821116983,7806
"Lewis County, Idaho",ID,16,61,,1240715453,3747
"Lincoln County, Idaho",ID,16,63,,3122302013,4044
"Madison County, Idaho",ID,16,65,,1221243194,27467
"Minidoka County, Idaho",ID,16,67,,1967414867,20174
"Nez Perce County, Idaho",ID,16,69,,2199106991,37410
"Oneida County, Idaho",ID,16,71,,3108851426,4125
"Owyhee County, Idaho",ID,16,73,,19885888661,10644
"Payette County, Idaho",ID,16,75,,1055465027,20578
"Power County, Idaho",ID,16,77,,3640397464,7538
"Shoshone County, Idaho",ID,16,79,,6821807921,13771
"Teton County, Idaho",ID,16,81,,1166436540,5999
"Twin Falls County, Idaho",ID,16,83,,4985793354,64284
"Valley County, Idaho",ID,16,85,,9525514622,7651
"Washington County, Idaho",ID,16,87,,3771847470,9977
"Adams County, Illinois",IL,17,1,,2218672126,68277
"Alexander County, Illinois",IL,17,3,,612225870,9590
"Bond County, Illinois",IL,17,5,,984720341,17633
"Boone County, Illinois",IL,17,7,,728473464,41786
"Brown County, Illinois",IL,17,9,,791627134,6950
"Bureau County, Illinois",IL,17,11,,2249570413,35503
"Calhoun County, Illinois",IL,17,13,,657379178,5084
"Carroll County, Illinois",IL,17,15,,1150503971,16674
"Cass County, Illinois",IL,17,17,,973578443,13695
"Champaign County, Illinois",IL,17,19,,2581715418,179669
"Christian County, Illinois",IL,17,21,,1836459714,35372
"Clark County, Illinois",IL,17,23,,1298887932,17008
"Clay County, Illinois",IL,17,25,,1215348986,14560
"Clinton County, Illinois",IL,17,27,,1228257056,35535
"Coles County, Illinois",IL,17,29,,1316453530,53196
"Cook County, Illinois",IL,17,31,,2449300798,5376741
"Crawford County, Illinois",IL,17,33,,1148749411,20452
"Cumberland County, Illinois",IL,17,35,,896179057,11253
"DeKalb County, Illinois",IL,17,37,,1642457595,88969
"De Witt County, Illinois",IL,17,39,,1029716440,16798
"Douglas County, Illinois",IL,17,41,,1079667857,19922
"DuPage County, Illinois",IL,17,43,,864034248,904161
"Edgar County, Illinois",IL,17,45,,1614999349,19704
"Edwards County, Illinois",IL,17,47,,575879274,6971
"Effingham County, Illinois",IL,17,49,,1239826162,34264
"Fayette County, Illinois",IL,17,51,,1855693082,21802
"Ford County, Illinois",IL,17,53,,1258473076,14241
"Franklin County, Illinois",IL,17,55,,1067269330,39018
"Fulton County, Illinois",IL,17,57,,2241955768,38250
"Gallatin County, Illinois",IL,17,59,,838450715,6445
"Greene County, Illinois",IL,17,61,,1406599772,14761
"Grundy County, Illinois",IL,17,63,,1087542889,37535
"Hamilton County, Illinois",IL,17,65,,1127069640,8621
"Hancock County, Illinois",IL,17,67,,2058061147,20121
"Hardin County, Illinois",IL,17,69,,461881212,4800
"Henderson County, Illinois",IL,17,71,,981118459,8213
"Henry County, Illinois",IL,17,73,,2132110339,51020
"Iroquois County, Illinois",IL,17,75,,2891534000,31334
"Jackson County, Illinois",IL,17,77,,1523235581,59612
"Jasper County, Illinois",IL,17,79,,1280499931,10117
"Jefferson County, Illinois",IL,17,81,,1478768461,40045
"Jersey County, Illinois",IL,17,83,,956113325,21668
"Jo Daviess County, Illinois",IL,17,85,,1556790300,22289
"Johnson County, Illinois",IL,17,87,,892580171,12878
"Kane County, Illinois",IL,17,89,,1347922501,404119
"Kankakee County, Illinois",IL,17,91,,1752772109,103833
"Kendall County, Illinois",IL,17,93,,830294774,54544
"Knox County, Illinois",IL,17,95,,1855158547,55836
"Lake County, Illinois",IL,17,97,,1159184623,644356
"La Salle County, Illinois",IL,17,99,,2939419691,111509
"Lawrence County, Illinois",IL,17,101,,963433244,15452
"Lee County, Illinois",IL,17,103,,1878683655,36062
"Livingston County, Illinois",IL,17,105,,2703325383,39678
"Logan County, Illinois",IL,17,107,,1600974150,31183
"McDonough County, Illinois",IL,17,109,,1526202798,32913
"McHenry County, Illinois",IL,17,111,,1563078834,260077
"McLean County, Illinois",IL,17,113,,3065321876,150433
"Macon County, Illinois",IL,17,115,,1503546813,114706
"Macoupin County, Illinois",IL,17,117,,2236646294,49019
"Madison County, Illinois",IL,17,119,,1877788394,258941
"Marion County, Illinois",IL,17,121,,1482156493,41691
"Marshall County, Illinois",IL,17,123,,999896316,13180
"Mason County, Illinois",IL,17,125,,1395854617,16038
"Massac County, Illinois",IL,17,127,,619145951,15161
"Menard County, Illinois",IL,17,129,,813896761,12486
"Mercer County, Illinois",IL,17,131,,1453046630,16957
"Monroe County, Illinois",IL,17,133,,1005671538,27619
"Montgomery County, Illinois",IL,17,135,,1822821203,30652
"Morgan County, Illinois",IL,17,137,,1473074698,36616
"Moultrie County, Illinois",IL,17,139,,869190483,14287
"Ogle County, Illinois",IL,17,141,,1965368722,51032
"Peoria County, Illinois",IL,17,143,,1604555696,183433
"Perry County, Illinois",IL,17,145,,1142083828,23094
"Piatt County, Illinois",IL,17,147,,1139651250,16365
"Pike County, Illinois",IL,17,149,,2150464165,17384
"Pope County, Illinois",IL,17,151,,960531785,4413
"Pulaski County, Illinois",IL,17,153,,520032959,7348
"Putnam County, Illinois",IL,17,155,,413868679,6086
"Randolph County, Illinois",IL,17,157,,1498090643,33893
"Richland County, Illinois",IL,17,159,,932763611,16149
"Rock Island County, Illinois",IL,17,161,,1105280677,149374
"St. Clair County, Illinois",IL,17,163,,1719253745,256082
"Saline County, Illinois",IL,17,165,,992766969,26733
"Sangamon County, Illinois",IL,17,167,,2248581464,188951
"Schuyler County, Illinois",IL,17,169,,1132637582,7189
"Scott County, Illinois",IL,17,171,,649869187,5537
"Shelby County, Illinois",IL,17,173,,1964534133,22893
"Stark County, Illinois",IL,17,175,,745755535,6332
"Stephenson County, Illinois",IL,17,177,,1461230391,48979
"Tazewell County, Illinois",IL,17,179,,1680540029,128485
"Union County, Illinois",IL,17,181,,1077851694,18293
"Vermilion County, Illinois",IL,17,183,,2328606541,83919
"Wabash County, Illinois",IL,17,185,,578786625,12937
"Warren County, Illinois",IL,17,187,,1405122319,18735
"Washington County, Illinois",IL,17,189,,1457147214,15148
"Wayne County, Illinois",IL,17,191,,1848986002,17151
"White County, Illinois",IL,17,193,,1281708431,15371
"Whiteside County, Illinois",IL,17,195,,1773546391,60653
"Will County, Illinois",IL,17,197,,2167666114,502266
"Williamson County, Illinois",IL,17,199,,1096636941,61296
"Winnebago County, Illinois",IL,17,201,,1330572400,278418
"Woodford County, Illinois",IL,17,203,,1367384872,35469
"Adams County, Indiana",IN,18,1,,878938129,33625
"Allen County, Indiana",IN,18,3,,1702268870,331849
"Bartholomew County, Indiana",IN,18,5,,1053706192,71435
"Benton County, Indiana",IN,18,7,,1052338649,9421
"Blackford County, Indiana",IN,18,9,,427600367,14048
"Boone County, Indiana",IN,18,11,,1095183694,46107
"Brown County, Indiana",IN,18,13,,808760520,14957
"Carroll County, Indiana",IN,18,15,,964143712,20165
"Cass County, Indiana",IN,18,17,,1069323600,40930
"Clark County, Indiana",IN,18,19,,971345543,96472
"Clay County, Indiana",IN,18,21,,926223832,26556
"Clinton County, Indiana",IN,18,23,,1049193310,33866
"Crawford County, Indiana",IN,18,25,,791710530,10743
"Daviess County, Indiana",IN,18,27,,1115399472,29820
"Dearborn County, Indiana",IN,18,29,,790496144,46109
"Decatur County, Indiana",IN,18,31,,965039242,24555
"DeKalb County, Indiana",IN,18,33,,939849684,40285
"Delaware County, Indiana",IN,18,35,,1018621049,118769
"Dubois County, Indiana",IN,18,37,,1113917236,39674
"Elkhart County, Indiana",IN,18,39,,1201271553,182791
"Fayette County, Indiana",IN,18,41,,556750300,25588
"Floyd County, Indiana",IN,18,43,,383314416,70823
"Fountain County, Indiana",IN,18,45,,1024835884,17954
"Franklin County, Indiana",IN,18,47,,999742432,22151
"Fulton County, Indiana",IN,18,49,,954430483,20511
"Gibson County, Indiana",IN,18,51,,1265945055,32500
"Grant County, Indiana",IN,18,53,,1072329368,73403
"Greene County, Indiana",IN,18,55,,1403069250,33157
"Hamilton County, Indiana",IN,18,57,,1030659443,182740
"Hancock County, Indiana",IN,18,59,,792860060,55391
"Harrison County, Indiana",IN,18,61,,1256707048,34325
"Hendricks County, Indiana",IN,18,63,,1057734962,104093
"Henry County, Indiana",IN,18,65,,1017676405,48508
"Howard County, Indiana",IN,18,67,,759039097,84964
"Huntington County, Indiana",IN,18,69,,990911815,38075
"Jackson County, Indiana",IN,18,71,,1319119215,41335
"Jasper County, Indiana",IN,18,73,,1450045348,30043
"Jay County, Indiana",IN,18,75,,993614553,21806
"Jefferson County, Indiana",IN,18,77,,935931397,31705
"Jennings County, Indiana",IN,18,79,,977006491,27554
"Johnson County, Indiana",IN,18,81,,829297013,115209
"Knox County, Indiana",IN,18,83,,1336004527,39256
"Kosciusko County, Indiana",IN,18,85,,1392125540,74057
"LaGrange County, Indiana",IN,18,87,,983064819,34909
"Lake County, Indiana",IN,18,89,,1287184722,484564
"LaPorte County, Indiana",IN,18,91,,1549429105,110106
"Lawrence County, Indiana",IN,18,93,,1162466015,45922
"Madison County, Indiana",IN,18,95,,1171010928,133358
"Marion County, Indiana",IN,18,97,,1026279857,860454
"Marshall County, Indiana",IN,18,99,,1150665571,45128
"Martin County, Indiana",IN,18,101,,870588814,10369
"Miami County, Indiana",IN,18,103,,972849489,36082
"Monroe County, Indiana",IN,18,105,,1021351780,120563
"Montgomery County, Indiana",IN,18,107,,1306678230,37629
"Morgan County, Indiana",IN,18,109,,1052753734,66689
"Newton County, Indiana",IN,18,111,,1040783341,14566
"Noble County, Indiana",IN,18,113,,1064775038,46275
"Ohio County, Indiana",IN,18,115,,224612911,5623
"Orange County, Indiana",IN,18,117,,1034754978,19306
"Owen County, Indiana",IN,18,119,,997606598,21786
"Parke County, Indiana",IN,18,121,,1151958364,17241
"Perry County, Indiana",IN,18,123,,987805969,18899
"Pike County, Indiana",IN,18,125,,870692004,12837
"Porter County, Indiana",IN,18,127,,1082900386,146798
"Posey County, Indiana",IN,18,129,,1058010756,27061
"Pulaski County, Indiana",IN,18,131,,1123214862,13755
"Putnam County, Indiana",IN,18,133,,1244000427,36019
"Randolph County, Indiana",IN,18,135,,1172831907,27401
"Ripley County, Indiana",IN,18,137,,1156068539,26523
"Rush County, Indiana",IN,18,139,,1057447250,18261
"St. Joseph County, Indiana",IN,18,141,,1184506795,265559
"Scott County, Indiana",IN,18,143,,493102309,22960
"Shelby County, Indiana",IN,18,145,,1068729086,43445
"Spencer County, Indiana",IN,18,147,,1032591768,20391
"Starke County, Indiana",IN,18,149,,801110734,23556
"Steuben County, Indiana",IN,18,151,,799592091,33214
"Sullivan County, Indiana",IN,18,153,,1158231746,21751
"Switzerland County, Indiana",IN,18,155,,572856219,9065
"Tippecanoe County, Indiana",IN,18,157,,1294454176,148955
"Tipton County, Indiana",IN,18,159,,674395034,16577
"Union County, Indiana",IN,18,161,,418407973,7349
"Vanderburgh County, Indiana",IN,18,163,,607539458,171922
"Vermillion County, Indiana",IN,18,165,,665337903,16788
"Vigo County, Indiana",IN,18,167,,1044528005,105848
"Wabash County, Indiana",IN,18,169,,1070106158,34960
"Warren County, Indiana",IN,18,171,,945042591,8419
"Warrick County, Indiana",IN,18,173,,994748387,52383
"Washington County, Indiana",IN,18,175,,1332330769,27223
"Wayne County, Indiana",IN,18,177,,1045232235,71097
"Wells County, Indiana",IN,18,179,,958190248,27600
"White County, Indiana",IN,18,181,,1308556440,25267
"Whitley County, Indiana",IN,18,183,,868990227,30707
"Adair County, Iowa",IA,19,1,,1474485803,8243
"Adams County, Iowa",IA,19,3,,1096962674,4482
"Allamakee County, Iowa",IA,19,5,,1656463701,14675
"Appanoose County, Iowa",IA,19,7,,1285285927,13721
"Audubon County, Iowa",IA,19,9,,1147703950,6830
"Benton County, Iowa",IA,19,11,,1855438759,25308
"Black Hawk County, Iowa",IA,19,13,,1468819419,128012
"Boone County, Iowa",IA,19,15,,1480075104,26224
"Bremer County, Iowa",IA,19,17,,1134147372,23325
"Buchanan County, Iowa",IA,19,19,,1479550983,21093
"Buena Vista County, Iowa",IA,19,21,,1488683322,20411
"Butler County, Iowa",IA,19,23,,1503173518,15305
"Calhoun County, Iowa",IA,19,25,,1476681388,11115
"Carroll County, Iowa",IA,19,27,,1474513028,21421
"Cass County, Iowa",IA,19,29,,1461604630,14684
"Cedar County, Iowa",IA,19,31,,1500955175,18187
"Cerro Gordo County, Iowa",IA,19,33,,1471958543,46447
"Cherokee County, Iowa",IA,19,35,,1494814098,13035
"Chickasaw County, Iowa",IA,19,37,,1307020971,13095
"Clarke County, Iowa",IA,19,39,,1116584349,9133
"Clay County, Iowa",IA,19,41,,1473410544,17372
"Clayton County, Iowa",IA,19,43,,2017101541,18678
"Clinton County, Iowa",IA,19,45,,1799990672,50149
"Crawford County, Iowa",IA,19,47,,1850193642,16942
"Dallas County, Iowa",IA,19,49,,1518937313,40750
"Davis County, Iowa",IA,19,51,,1303384628,8541
"Decatur County, Iowa",IA,19,53,,1377364917,8689
"Delaware County, Iowa",IA,19,55,,1496634003,18404
"Des Moines County, Iowa",IA,19,57,,1077819498,42351
"Dickinson County, Iowa",IA,19,59,,986939442,16424
"Dubuque County, Iowa",IA,19,61,,1575117834,89143
"Emmet County, Iowa",IA,19,63,,1024968585,11027
"Fayette County, Iowa",IA,19,65,,1893085722,22008
"Floyd County, Iowa",IA,19,67,,1296456856,16900
"Franklin County, Iowa",IA,19,69,,1508499814,10704
"Fremont County, Iowa",IA,19,71,,1323690666,8010
"Greene County, Iowa",IA,19,73,,1472167388,10366
"Grundy County, Iowa",IA,19,75,,1301504402,12369
"Guthrie County, Iowa",IA,19,77,,1529649618,11353
"Hamilton County, Iowa",IA,19,79,,1493594242,16438
"Hancock County, Iowa",IA,19,81,,1479168162,12100
"Hardin County, Iowa",IA,19,83,,1474369884,18812
"Harrison County, Iowa",IA,19,85,,1804503600,15666
"Henry County, Iowa",IA,19,87,,1125187417,20336
"Howard County, Iowa",IA,19,89,,1226106949,9932
"Humboldt County, Iowa",IA,19,91,,1125119979,10381
"Ida County, Iowa",IA,19,93,,1118112305,7837
"Iowa County, Iowa",IA,19,95,,1518895271,15671
"Jackson County, Iowa",IA,19,97,,1647464010,20296
"Jasper County, Iowa",IA,19,99,,1890661231,37213
"Jefferson County, Iowa",IA,19,101,,1127527476,16181
"Johnson County, Iowa",IA,19,103,,1591493741,111006
"Jones County, Iowa",IA,19,105,,1490042057,20221
"Keokuk County, Iowa",IA,19,107,,1500089075,11400
"Kossuth County, Iowa",IA,19,109,,2520072916,17163
"Lee County, Iowa",IA,19,111,,1340040200,38052
"Linn County, Iowa",IA,19,113,,1858167132,191701
"Louisa County, Iowa",IA,19,115,,1040960153,12183
"Lucas County, Iowa",IA,19,117,,1115115339,9422
"Lyon County, Iowa",IA,19,119,,1521620172,11763
"Madison County, Iowa",IA,19,121,,1453335230,14019
"Mahaska County, Iowa",IA,19,123,,1478547734,22335
"Marion County, Iowa",IA,19,125,,1435407880,32052
"Marshall County, Iowa",IA,19,127,,1482292782,39311
"Mills County, Iowa",IA,19,129,,1130616543,14547
"Mitchell County, Iowa",IA,19,131,,1214503073,10874
"Monona County, Iowa",IA,19,133,,1795160988,10020
"Monroe County, Iowa",IA,19,135,,1122514792,8016
"Montgomery County, Iowa",IA,19,137,,1097848242,11771
"Muscatine County, Iowa",IA,19,139,,1136146756,41722
"O'Brien County, Iowa",IA,19,141,,1484265528,15102
"Osceola County, Iowa",IA,19,143,,1032816585,7003
"Page County, Iowa",IA,19,145,,1385188241,16976
"Palo Alto County, Iowa",IA,19,147,,1460316904,10147
"Plymouth County, Iowa",IA,19,149,,2236621237,24849
"Pocahontas County, Iowa",IA,19,151,,1496240975,8662
"Polk County, Iowa",IA,19,153,,1474600546,374601
"Pottawattamie County, Iowa",IA,19,155,,2471527702,87704
"Poweshiek County, Iowa",IA,19,157,,1515232882,18815
"Ringgold County, Iowa",IA,19,159,,1392547781,5469
"Sac County, Iowa",IA,19,161,,1491373754,11529
"Scott County, Iowa",IA,19,163,,1186043898,158668
"Shelby County, Iowa",IA,19,165,,1530243402,13173
"Sioux County, Iowa",IA,19,167,,1988808569,31589
"Story County, Iowa",IA,19,169,,1483700745,79981
"Tama County, Iowa",IA,19,171,,1868152958,18103
"Taylor County, Iowa",IA,19,173,,1382931664,6958
"Union County, Iowa",IA,19,175,,1099156431,12309
"Van Buren County, Iowa",IA,19,177,,1255673956,7809
"Wapello County, Iowa",IA,19,179,,1118379166,36051
"Warren County, Iowa",IA,19,181,,1480551159,40671
"Washington County, Iowa",IA,19,183,,1472959757,20670
"Wayne County, Iowa",IA,19,185,,1361309033,6730
"Webster County, Iowa",IA,19,187,,1852449097,40235
"Winnebago County, Iowa",IA,19,189,,1037203684,11723
"Winneshiek County, Iowa",IA,19,191,,1786080294,21310
"Woodbury County, Iowa",IA,19,193,,2260009199,103877
"Worth County, Iowa",IA,19,195,,1035987843,7909
"Wright County, Iowa",IA,19,197,,1504065286,14334
"Allen County, Kansas",KS,20,1,,1302781243,14385
"Anderson County, Kansas",KS,20,3,,1509750043,8110
"Atchison County, Kansas",KS,20,5,,1119749578,16774
"Barber County, Kansas",KS,20,7,,2937337841,5307
"Barton County, Kansas",KS,20,9,,2315459321,28205
"Bourbon County, Kansas",KS,20,11,,1650049295,15379
"Brown County, Kansas",KS,20,13,,1478039918,10724
"Butler County, Kansas",KS,20,15,,3698114920,59482
"Chase County, Kansas",KS,20,17,,2009538213,3030
"Chautauqua County, Kansas",KS,20,19,,1661959586,4359
"Cherokee County, Kansas",KS,20,21,,1520621277,22605
"Cheyenne County, Kansas",KS,20,23,,2641489340,3165
"Clark County, Kansas",KS,20,25,,2524419575,2390
"Clay County, Kansas",KS,20,27,,1667542397,8822
"Cloud County, Kansas",KS,20,29,,1853483448,10268
"Coffey County, Kansas",KS,20,31,,1631034448,8865
"Comanche County, Kansas",KS,20,33,,2041721350,1967
"Cowley County, Kansas",KS,20,35,,2916939456,36291
"Crawford County, Kansas",KS,20,37,,1535622965,38242
"Decatur County, Kansas",KS,20,39,,2314271489,3472
"Dickinson County, Kansas",KS,20,41,,2196108890,19344
"Doniphan County, Kansas",KS,20,43,,1015734591,8249
"Douglas County, Kansas",KS,20,45,,1183288922,99962
"Edwards County, Kansas",KS,20,47,,1611011662,3449
"Elk County, Kansas",KS,20,49,,1676482330,3261
"Ellis County, Kansas",KS,20,51,,2330913217,27507
"Ellsworth County, Kansas",KS,20,53,,1854187306,6525
"Finney County, Kansas",KS,20,55,,3371579845,40523
"Ford County, Kansas",KS,20,57,,2845096923,32458
"Franklin County, Kansas",KS,20,59,,1486273778,24784
"Geary County, Kansas",KS,20,61,,996351852,27947
"Gove County, Kansas",KS,20,63,,2774871632,3068
"Graham County, Kansas",KS,20,65,,2326550146,2946
"Grant County, Kansas",KS,20,67,,1488871976,7909
"Gray County, Kansas",KS,20,69,,2250443051,5904
"Greeley County, Kansas",KS,20,71,,2015024746,1534
"Greenwood County, Kansas",KS,20,73,,2951724374,7673
"Hamilton County, Kansas",KS,20,75,,2580902700,2670
"Harper County, Kansas",KS,20,77,,2075716613,6536
"Harvey County, Kansas",KS,20,79,,1396866280,32869
"Haskell County, Kansas",KS,20,81,,1495369685,4307
"Hodgeman County, Kansas",KS,20,83,,2227189726,2085
"Jackson County, Kansas",KS,20,85,,1697979968,12657
"Jefferson County, Kansas",KS,20,87,,1388524630,18426
"Jewell County, Kansas",KS,20,89,,2354761450,3791
"Johnson County, Kansas",KS,20,91,,1234844210,451086
"Kearny County, Kansas",KS,20,93,,2256033735,4531
"Kingman County, Kansas",KS,20,95,,2236057212,8673
"Kiowa County, Kansas",KS,20,97,,1870992717,3278
"Labette County, Kansas",KS,20,99,,1680441611,22835
"Lane County, Kansas",KS,20,101,,1857584983,2155
"Leavenworth County, Kansas",KS,20,103,,1199868696,68691
"Lincoln County, Kansas",KS,20,105,,1861861931,3578
"Linn County, Kansas",KS,20,107,,1550547739,9570
"Logan County, Kansas",KS,20,109,,2779023781,3046
"Lyon County, Kansas",KS,20,111,,2203740728,35935
"McPherson County, Kansas",KS,20,113,,2330241609,29554
"Marion County, Kansas",KS,20,115,,2442636621,13361
"Marshall County, Kansas",KS,20,117,,2337543745,10965
"Meade County, Kansas",KS,20,119,,2534086363,4631
"Miami County, Kansas",KS,20,121,,1493696732,28351
"Mitchell County, Kansas",KS,20,123,,1812530696,6932
"Montgomery County, Kansas",KS,20,125,,1671069601,36252
"Morris County, Kansas",KS,20,127,,1806201846,6104
"Morton County, Kansas",KS,20,129,,1890483871,3496
"Nemaha County, Kansas",KS,20,131,,1859578740,10717
"Neosho County, Kansas",KS,20,133,,1480820514,16997
"Ness County, Kansas",KS,20,135,,2783581074,3454
"Norton County, Kansas",KS,20,137,,2273602126,5953
"Osage County, Kansas",KS,20,139,,1822066478,16712
"Osborne County, Kansas",KS,20,141,,2311276912,4452
"Ottawa County, Kansas",KS,20,143,,1867669100,6163
"Pawnee County, Kansas",KS,20,145,,1953299131,7233
"Phillips County, Kansas",KS,20,147,,2295321354,6001
"Pottawatomie County, Kansas",KS,20,149,,2186569613,18209
"Pratt County, Kansas",KS,20,151,,1903617696,9647
"Rawlins County, Kansas",KS,20,153,,2770293240,2966
"Reno County, Kansas",KS,20,155,,3248928230,64790
"Republic County, Kansas",KS,20,157,,1855423684,5835
"Rice County, Kansas",KS,20,159,,1881827679,10761
"Riley County, Kansas",KS,20,161,,1578728051,62843
"Rooks County, Kansas",KS,20,163,,2300801183,5685
"Rush County, Kansas",KS,20,165,,1860148723,3551
"Russell County, Kansas",KS,20,167,,2291311584,7370
"Saline County, Kansas",KS,20,169,,1863789025,53597
"Scott County, Kansas",KS,20,171,,1858380253,5120
"Sedgwick County, Kansas",KS,20,173,,2588371255,452869
"Seward County, Kansas",KS,20,175,,1656356746,22510
"Shawnee County, Kansas",KS,20,177,,1424015086,169871
"Sheridan County, Kansas",KS,20,179,,2321551000,2813
"Sherman County, Kansas",KS,20,181,,2734511928,6760
"Smith County, Kansas",KS,20,183,,2319155240,4536
"Stafford County, Kansas",KS,20,185,,2051409369,4789
"Stanton County, Kansas",KS,20,187,,1761203284,2406
"Stevens County, Kansas",KS,20,189,,1884289606,5463
"Sumner County, Kansas",KS,20,191,,3060863993,25946
"Thomas County, Kansas",KS,20,193,,2783679450,8180
"Trego County, Kansas",KS,20,195,,2300669030,3319
"Wabaunsee County, Kansas",KS,20,197,,2065207345,6885
"Wallace County, Kansas",KS,20,199,,2367233016,1749
"Washington County, Kansas",KS,20,201,,2326996076,6483
"Wichita County, Kansas",KS,20,203,,1860951277,2531
"Wilson County, Kansas",KS,20,205,,1486156996,10332
"Woodson County, Kansas",KS,20,207,,1296562465,3788
"Wyandotte County, Kansas",KS,20,209,,392097572,157882
"Adair County, Kentucky",KY,21,1,,1053704499,17244
"Allen County, Kentucky",KY,21,3,,896450919,17800
"Anderson County, Kentucky",KY,21,5,,524913106,19111
"Ballard County, Kentucky",KY,21,7,,650503463,8286
"Barren County, Kentucky",KY,21,9,,1271616528,38033
"Bath County, Kentucky",KY,21,11,,723793989,11085
"Bell County, Kentucky",KY,21,13,,934384652,30060
"Boone County, Kentucky",KY,21,15,,637811194,85991
"Bourbon County, Kentucky",KY,21,17,,754799210,19360
